NINO	11,202	9,908	88.45%	567	3,224
PANIAGUA	10,340	9,904	95.78%	568	3,455
SERRATO	10,449	9,895	94.70%	569	3,415
TERRAZAS	10,569	9,894	93.61%	570	3,378
VALDOVINOS	10,147	9,880	97.37%	571	3,517
PEREA	11,546	9,876	85.54%	572	3,124
DELAGARZA	10,759	9,865	91.69%	573	3,334
GALARZA	10,601	9,863	93.04%	574	3,368
SALCIDO	10,776	9,856	91.46%	575	3,331
MANZO	13,635	9,801	71.88%	576	2,639
BAHENA	9,983	9,749	97.66%	577	3,571
TAVAREZ	10,201	9,733	95.41%	578	3,503
RIVERO	11,096	9,721	87.61%	579	3,254
OLGUIN	10,660	9,713	91.12%	580	3,356
ANGELES	14,128	9,675	68.48%	581	2,559
RAMON	11,582	9,630	83.15%	582	3,108
CAMPBELL	386,157	9,615	2.49%	583	47
VALERIO	13,482	9,599	71.20%	584	2,675
APODACA	11,280	9,593	85.04%	585	3,202
NARVAEZ	10,579	9,591	90.66%	586	3,373
BAKER	419,586	9,567	2.28%	587	44
SANTAMARIA	12,375	9,524	76.96%	588	2,897
ROJO	10,275	9,504	92.50%	589	3,479
MITCHELL	384,486	9,497	2.47%	590	48
PERDOMO	10,058	9,472	94.17%	591	3,548
ALCANTARA	12,636	9,469	74.94%	592	2,853
CURIEL	9,983	9,454	94.70%	593	3,571
LEDEZMA	9,721	9,440	97.11%	594	3,659
CALVILLO	10,032	9,417	93.87%	595	3,557
PAEZ	10,433	9,410	90.19%	596	3,420
MONTENEGRO	10,606	9,394	88.57%	597	3,365
ACEVES	9,854	9,351	94.90%	598	3,603
FLOREZ	10,570	9,307	88.05%	599	3,377
OLMOS	9,895	9,307	94.06%	600	3,596
ALDANA	10,362	9,302	89.77%	601	3,448
MACIEL	11,500	9,295	80.83%	602	3,142
IGLESIAS	10,546	9,267	87.87%	603	3,387
TINOCO	9,707	9,260	95.40%	604	3,670
PEREIRA	29,898	9,247	30.93%	605	1,175
TAVERAS	9,580	9,202	96.05%	606	3,706
VIERA	11,861	9,169	77.30%	607	3,024
HALL	407,076	9,159	2.25%	608	45
MAYORGA	9,659	9,116	94.38%	609	3,679
PAULINO	11,500	9,085	79.00%	610	3,142
ROBERTS	376,774	9,043	2.40%	611	50
MOSQUEDA	9,709	9,043	93.14%	612	3,668
MILLAN	10,733	9,036	84.19%	613	3,339
MAYA	10,313	9,002	87.29%	614	3,466
MATIAS	11,635	8,983	77.21%	615	3,091
CARRION	10,316	8,981	87.06%	616	3,464
INFANTE	11,102	8,944	80.56%	617	3,252
BADILLO	9,753	8,902	91.27%	618	3,642
OLIVAREZ	9,720	8,866	91.21%	619	3,660
ECHEVARRIA	9,777	8,854	90.56%	620	3,636
ABARCA	9,363	8,830	94.31%	621	3,780
CARTER	376,966	8,821	2.34%	622	49
ECHEVERRIA	9,552	8,807	92.20%	623	3,713
PHILLIPS	360,802	8,804	2.44%	624	52
MONTEZ	10,097	8,778	86.94%	625	3,539
GAONA	9,299	8,763	94.24%	626	3,811
DELUNA	10,182	8,756	85.99%	627	3,508
LIMA	19,109	8,733	45.70%	628	1,882
TORO	10,650	8,720	81.88%	629	3,358
RESENDEZ	9,390	8,701	92.66%	630	3,771
ISLAS	9,200	8,698	94.54%	631	3,853
DELRIO	9,814	8,689	88.54%	632	3,620
PERSON	67,411	8,683	12.88%	633	496
LUCAS	107,690	8,669	8.05%	634	286
CONCEPCION	12,332	8,640	70.06%	635	2,909
LEBRON	9,843	8,630	87.68%	636	3,606
RUEDA	9,253	8,583	92.76%	637	3,829
ARANA	10,698	8,571	80.12%	638	3,347
PALOMINO	9,313	8,570	92.02%	639	3,800
JORDAN	208,403	8,565	4.11%	640	116
OLIVO	10,483	8,556	81.62%	641	3,412
LUCIO	9,780	8,554	87.46%	642	3,631
OCASIO	9,293	8,554	92.05%	643	3,815
MELGAR	9,106	8,548	93.87%	644	3,897
PLASCENCIA	8,710	8,509	97.69%	645	4,079
EVANS	355,593	8,499	2.39%	646	53
CAMARGO	9,626	8,472	88.01%	647	3,689
CEDENO	9,412	8,455	89.83%	648	3,763
PARTIDA	8,878	8,445	95.12%	649	4,002
MIRAMONTES	8,884	8,440	95.00%	650	3,998
INIGUEZ	8,750	8,437	96.42%	651	4,057
AVINA	9,122	8,434	92.46%	652	3,891
SANABRIA	9,026	8,417	93.25%	653	3,945
BARRETO	10,127	8,412	83.07%	654	3,524
JURADO	9,309	8,394	90.17%	655	3,804
LOZA	9,011	8,380	93.00%	656	3,949
PARDO	11,104	8,379	75.46%	657	3,249
BARBA	11,043	8,378	75.87%	658	3,268
BARAHONA	8,844	8,375	94.70%	659	4,019
GALICIA	9,229	8,361	90.59%	660	3,837
MENJIVAR	8,622	8,358	96.94%	661	4,116
ANTONIO	15,461	8,323	53.83%	662	2,358
EDWARDS	332,423	8,311	2.50%	663	58
CARDOZA	12,824	8,280	64.57%	664	2,812
SANTOYO	8,692	8,279	95.25%	665	4,086
SOLIZ	9,159	8,274	90.34%	666	3,871
ALFONSO	12,246	8,253	67.39%	667	2,927
MERAZ	8,616	8,221	95.42%	668	4,119
RODARTE	8,860	8,176	92.28%	669	4,008
CHAVIRA	8,573	8,170	95.30%	670	4,135
HERNANDES	8,612	8,153	94.67%	671	4,123
COLLINS	329,770	8,145	2.47%	672	59
MORRIS	318,884	8,132	2.55%	673	62
CARVAJAL	8,883	8,092	91.10%	674	3,999
STEWART	324,957	8,091	2.49%	675	61
PINTO	21,366	8,087	37.85%	676	1,687
MENDIOLA	10,752	8,084	75.19%	677	3,337
BALLESTEROS	10,261	8,082	78.76%	678	3,481
VILLAREAL	9,614	8,072	83.96%	679	3,693
MAGALLANES	8,852	8,043	90.86%	680	4,012
MARTINES	9,363	8,036	85.83%	681	3,780
MONTELONGO	8,472	8,034	94.83%	682	4,180
ALMARAZ	8,404	8,021	95.44%	683	4,215
TAFOYA	10,114	7,971	78.81%	684	3,532
MARISCAL	8,368	7,970	95.24%	685	4,238
TIJERINA	8,626	7,965	92.34%	686	4,114
MORGAN	286,280	7,959	2.78%	687	69
VICENTE	10,789	7,944	73.63%	688	3,326
MADERA	9,583	7,937	82.82%	689	3,705
COLLADO	9,201	7,931	86.20%	690	3,851
ROGERS	302,261	7,919	2.62%	691	66
COTA	11,554	7,918	68.53%	692	3,120
SARABIA	8,695	7,907	90.94%	693	4,082
CARTAGENA	8,467	7,886	93.14%	694	4,184
BAEZA	8,432	7,872	93.36%	695	4,203
GRACIA	9,520	7,849	82.45%	696	3,720
DEANDA	8,600	7,837	91.13%	697	4,126
LOZADA	8,959	7,817	87.25%	698	3,969
VALVERDE	8,737	7,793	89.20%	699	4,065
MARTE	8,867	7,790	87.85%	700	4,007
JAQUEZ	8,281	7,785	94.01%	701	4,295
TURNER	348,627	7,774	2.23%	702	54
MONCADA	8,574	7,749	90.38%	703	4,134
ARGUELLO	8,518	7,729	90.74%	704	4,160
JARA	8,790	7,692	87.51%	705	4,042
JAMES	249,379	7,681	3.08%	706	85
OVIEDO	8,145	7,666	94.12%	707	4,362
MANRIQUEZ	8,119	7,666	94.42%	708	4,381
PARADA	8,649	7,629	88.21%	709	4,103
PELAYO	8,402	7,627	90.78%	710	4,218
PARKER	336,221	7,599	2.26%	711	56
SALVADOR	13,021	7,561	58.07%	712	2,772
MAGDALENO	7,956	7,519	94.51%	713	4,461
LEIVA	8,193	7,511	91.68%	714	4,335
ASCENCIO	7,832	7,510	95.89%	715	4,526
ALVARENGA	7,973	7,503	94.11%	716	4,449
CONDE	10,430	7,489	71.80%	717	3,423
SANTACRUZ	8,264	7,476	90.46%	718	4,300
MENCHACA	8,169	7,460	91.32%	719	4,345
URIAS	7,941	7,449	93.80%	720	4,471
CARO	10,064	7,448	74.01%	721	3,545
TERAN	8,557	7,448	87.04%	722	4,139
MANZANO	9,608	7,440	77.44%	723	3,697
OROSCO	8,313	7,419	89.25%	724	4,273
VACA	7,982	7,419	92.95%	725	4,444
ORDAZ	7,753	7,410	95.58%	726	4,578
CASTELLON	8,041	7,406	92.10%	727	4,421
QUEVEDO	8,064	7,391	91.65%	728	4,404
VILLALPANDO	7,821	7,385	94.43%	729	4,534
BIANCO	15,278	7,372	48.25%	730	2,381
GASPAR	11,251	7,360	65.42%	731	3,210
OLIVERA	9,108	7,347	80.67%	732	3,896
LOREDO	7,830	7,347	93.83%	733	4,530
MANCILLA	7,908	7,334	92.74%	734	4,486
MELCHOR	8,319	7,291	87.64%	735	4,269
MORIN	29,593	7,277	24.59%	736	1,194
CASTANON	7,673	7,275	94.81%	737	4,623
IBANEZ	8,614	7,269	84.39%	738	4,121
FERREIRA	27,898	7,267	26.05%	739	1,260
TAMEZ	7,894	7,235	91.65%	740	4,492
ZAYAS	8,045	7,222	89.77%	741	4,414
MURPHY	308,417	7,217	2.34%	742	64
KELLY	267,394	7,193	2.69%	743	74
OVALLE	7,698	7,191	93.41%	744	4,610
MONGE	8,418	7,182	85.32%	745	4,209
FAVELA	7,439	7,182	96.55%	746	4,761
SAMANIEGO	8,281	7,174	86.63%	747	4,295
SERVIN	7,842	7,102	90.56%	748	4,519
PUENTES	7,528	7,100	94.31%	749	4,711
GRIEGO	8,456	7,071	83.62%	750	4,192
ABREGO	7,702	7,060	91.66%	751	4,606
FRAUSTO	7,547	7,041	93.30%	752	4,702
ARMIJO	8,372	7,036	84.04%	753	4,232
ORTA	7,820	7,027	89.86%	754	4,535
GARRIDO	8,605	7,026	81.65%	755	4,124
VANEGAS	7,444	7,004	94.09%	756	4,756
AMEZCUA	7,206	6,978	96.84%	757	4,889
OSUNA	7,601	6,971	91.71%	758	4,666
CALDERA	7,802	6,969	89.32%	759	4,542
GRIJALVA	7,678	6,951	90.53%	760	4,619
TALAVERA	7,777	6,948	89.34%	761	4,559
GAITAN	7,702	6,939	90.09%	762	4,606
ZAMARRIPA	7,322	6,938	94.76%	763	4,820
POSADA	7,454	6,935	93.04%	764	4,751
RESTREPO	7,441	6,906	92.81%	765	4,759
RICHARDSON	259,798	6,885	2.65%	766	80
CANDELARIA	8,483	6,873	81.02%	767	4,176
SALMERON	7,191	6,867	95.49%	768	4,899
SANCHES	7,883	6,864	87.07%	769	4,500
BAZAN	8,104	6,863	84.69%	770	4,388
PALACIO	8,400	6,858	81.64%	771	4,220
SEVILLA	8,980	6,849	76.27%	772	3,958
AVELAR	7,564	6,835	90.36%	773	4,692
GURROLA	7,211	6,809	94.43%	774	4,883
TURCIOS	7,073	6,808	96.25%	775	4,968
QUESADA	7,870	6,783	86.19%	776	4,509
CASANOVA	9,201	6,772	73.60%	777	3,851
MAESTAS	8,296	6,764	81.53%	778	4,287
LAGUNAS	7,080	6,764	95.54%	779	4,966
BUENROSTRO	6,931	6,764	97.59%	780	5,060
MIGUEL	10,861	6,759	62.23%	781	3,303
BOCANEGRA	7,134	6,748	94.59%	782	4,934
COOPER	280,791	6,739	2.40%	783	70
PENALOZA	7,026	6,723	95.69%	784	5,003
DELTORO	7,251	6,714	92.59%	785	4,862
OROPEZA	7,082	6,714	94.80%	786	4,965
ARAIZA	7,095	6,705	94.50%	787	4,956
PETERSON	278,297	6,679	2.40%	788	71
MONTEMAYOR	8,106	6,674	82.33%	789	4,386
MANZANARES	7,480	6,645	88.84%	790	4,740
DESANTIAGO	6,864	6,641	96.75%	791	5,100
PINO	10,993	6,633	60.34%	792	3,288
CARDOSO	11,304	6,631	58.66%	793	3,197
TENORIO	8,629	6,629	76.82%	794	4,111
CORONEL	7,745	6,622	85.50%	795	4,582
GALAN	8,293	6,620	79.83%	796	4,289
VERDUZCO	6,923	6,611	95.49%	797	5,066
PUGA	7,056	6,596	93.48%	798	4,977
DUQUE	8,058	6,583	81.70%	799	4,407
PALOMO	7,478	6,569	87.84%	800	4,741
COOK	302,589	6,566	2.17%	801	65
CASAREZ	7,140	6,552	91.76%	802	4,927
ALEJANDRO	7,770	6,539	84.16%	803	4,563
VERDUGO	7,210	6,534	90.62%	804	4,885
PALOMARES	7,084	6,532	92.21%	805	4,964
BARCENAS	6,979	6,518	93.39%	806	5,031
MURO	7,916	6,498	82.09%	807	4,481
CARRIZALES	6,845	6,496	94.90%	808	5,114
CARRASQUILLO	7,015	6,490	92.52%	809	5,009
ALEXANDER	204,621	6,486	3.17%	810	118
VELIZ	7,024	6,484	92.31%	811	5,004
RAYA	7,198	6,482	90.05%	812	4,894
LUIS	9,255	6,481	70.03%	813	3,827
VELARDE	8,135	6,468	79.51%	814	4,371
GASTELUM	6,880	6,468	94.01%	815	5,091
GARDUNO	6,912	6,423	92.93%	816	5,073
CARRENO	7,146	6,418	89.81%	817	4,922
PASCUAL	11,959	6,385	53.39%	818	2,998
BARELA	7,739	6,366	82.26%	819	4,586
DAVALOS	6,894	6,361	92.27%	820	5,079
ARANGO	6,998	6,355	90.81%	821	5,020
WARD	260,464	6,355	2.44%	822	79
URRUTIA	7,208	6,346	88.04%	823	4,888
BAILEY	277,845	6,335	2.28%	824	72
PINON	6,938	6,332	91.27%	825	5,055
PIZARRO	7,446	6,313	84.78%	826	4,755
ROSS	229,368	6,308	2.75%	827	98
ARRIOLA	7,877	6,289	79.84%	828	4,503
SORTO	6,523	6,287	96.38%	829	5,337
RECINOS	6,540	6,280	96.02%	830	5,326
HOWARD	264,826	6,276	2.37%	831	75
BROOKS	251,663	6,241	2.48%	832	82
BEJARANO	6,692	6,234	93.16%	833	5,216
LEIJA	6,580	6,210	94.38%	834	5,293
LOVATO	8,293	6,196	74.71%	835	4,289
BENNETT	247,599	6,190	2.50%	836	86
LAZARO	9,061	6,189	68.30%	837	3,922
BARBOZA	8,497	6,184	72.78%	838	4,172
QUILES	6,858	6,178	90.08%	839	5,107
MENESES	8,548	6,159	72.05%	840	4,143
ARREGUIN	6,501	6,155	94.68%	841	5,356
ESCALERA	6,616	6,151	92.97%	842	5,271
REED	277,030	6,150	2.22%	843	73
ANDINO	6,866	6,149	89.56%	844	5,096
YEPEZ	6,433	6,144	95.51%	845	5,411
LIZARRAGA	6,494	6,141	94.56%	846	5,361
LANDAVERDE	6,336	6,140	96.91%	847	5,489
NUNO	6,506	6,138	94.34%	848	5,348
MACEDO	8,433	6,135	72.75%	849	4,201
BORREGO	6,772	6,131	90.53%	850	5,167
TOBAR	7,056	6,121	86.75%	851	4,977
RAMIRES	6,362	6,117	96.15%	852	5,466
LANDA	8,267	6,104	73.84%	853	4,298
MACHUCA	6,351	6,092	95.92%	854	5,475
HERMOSILLO	6,508	6,091	93.59%	855	5,347
LORA	7,030	6,087	86.59%	856	5,001
COX	261,231	6,087	2.33%	857	78
WATSON	252,579	6,087	2.41%	858	81
DELAFUENTE	6,996	6,079	86.89%	859	5,021
ALBARRAN	6,366	6,078	95.48%	860	5,464
WOOD	250,715	6,067	2.42%	861	84
IZAGUIRRE	6,358	6,048	95.12%	862	5,469
DIMAS	7,035	6,040	85.86%	863	4,990
CHAIREZ	6,186	6,038	97.61%	864	5,619
FOSTER	227,764	6,036	2.65%	865	99
GALAVIZ	6,339	6,028	95.09%	866	5,486
MICHEL	25,578	6,016	23.52%	867	1,383
GIRALDO	6,489	6,005	92.54%	868	5,367
CASTREJON	6,180	6,005	97.17%	869	5,624
CIFUENTES	6,325	6,002	94.89%	870	5,500
LUEVANO	6,324	5,971	94.42%	871	5,502
MANDUJANO	6,133	5,958	97.15%	872	5,660
GRAY	246,116	5,931	2.41%	873	87
CARPIO	7,561	5,930	78.43%	874	4,693
UMANA	6,426	5,927	92.23%	875	5,415
SANDERS	230,374	5,921	2.57%	876	94
PERRY	221,741	5,920	2.67%	877	103
FABIAN	13,161	5,915	44.94%	878	2,738
OZUNA	6,327	5,894	93.16%	879	5,499
SARAVIA	6,207	5,870	94.57%	880	5,603
RIZO	6,266	5,868	93.65%	881	5,547
DELAO	6,515	5,852	89.82%	882	5,343
HUGHES	236,271	5,836	2.47%	883	90
PABON	6,630	5,832	87.96%	884	5,262
BEDOLLA	6,127	5,830	95.15%	885	5,666
GUADARRAMA	6,006	5,828	97.04%	886	5,767
RASCON	6,274	5,817	92.72%	887	5,537
AGUERO	6,402	5,796	90.53%	888	5,437
NAZARIO	6,636	5,792	87.28%	889	5,258
COLIN	8,318	5,786	69.56%	890	4,270
BOJORQUEZ	6,147	5,778	94.00%	891	5,648
CATALAN	6,899	5,776	83.72%	892	5,076
COTTO	6,506	5,771	88.70%	893	5,348
MEDELLIN	6,231	5,763	92.49%	894	5,577
PINEDO	6,065	5,738	94.61%	895	5,719
ARVIZU	6,130	5,735	93.56%	896	5,664
CHAPARRO	6,066	5,711	94.15%	897	5,718
LUCIANO	10,247	5,692	55.55%	898	3,486
TOSCANO	9,301	5,690	61.18%	899	3,807
ENCARNACION	7,171	5,686	79.29%	900	4,909
SIMON	80,460	5,680	7.06%	901	397
DELCID	5,933	5,674	95.63%	902	5,827
FUNES	6,079	5,665	93.19%	903	5,702
ALEGRIA	6,200	5,664	91.35%	904	5,609
ALMAGUER	6,023	5,655	93.89%	905	5,751
AVENDANO	6,086	5,631	92.52%	906	5,695
GRIMALDO	5,931	5,616	94.69%	907	5,829
GUDINO	5,847	5,615	96.03%	908	5,903
PAYAN	6,443	5,607	87.02%	909	5,403
OBREGON	6,172	5,606	90.83%	910	5,630
IZQUIERDO	5,974	5,597	93.69%	911	5,791
MONTESDEOCA	5,820	5,566	95.64%	912	5,922
PERAZA	5,949	5,548	93.26%	913	5,811
ESQUEDA	5,773	5,526	95.72%	914	5,963
CLAUDIO	6,679	5,503	82.39%	915	5,224
HENDERSON	218,393	5,482	2.51%	916	109
HUIZAR	5,774	5,473	94.79%	917	5,961
ORONA	6,145	5,473	89.06%	918	5,649
ANTUNEZ	5,808	5,469	94.16%	919	5,931
OLMEDO	5,768	5,468	94.80%	920	5,967
GARNICA	5,941	5,465	91.99%	921	5,820
ROYBAL	6,725	5,463	81.23%	922	5,197
RUSSELL	221,558	5,450	2.46%	923	104
QUIROGA	5,937	5,435	91.54%	924	5,824
GARCES	6,420	5,434	84.64%	925	5,421
BELL	220,599	5,427	2.46%	926	106
ALMEIDA	16,760	5,370	32.04%	927	2,166
BARCIA	6,555	5,355	81.69%	928	5,316
LEOS	5,888	5,346	90.79%	929	5,861
VILLEDA	5,514	5,331	96.68%	930	6,201
SALGUERO	5,610	5,327	94.96%	931	6,111
ALEJO	6,339	5,305	83.69%	932	5,486
ARAMBULA	5,668	5,299	93.49%	933	6,054
GONSALEZ	5,495	5,296	96.38%	934	6,225
PALAFOX	5,793	5,290	91.32%	935	5,945
SULLIVAN	220,990	5,282	2.39%	936	105
BUSTILLOS	5,684	5,281	92.91%	937	6,044
PRICE	235,251	5,270	2.24%	938	91
ELIZALDE	5,620	5,257	93.54%	939	6,102
MOREIRA	9,037	5,249	58.08%	940	3,942
CERNA	5,726	5,246	91.62%	941	6,005
VIRAMONTES	5,544	5,241	94.53%	942	6,172
GALDAMEZ	5,419	5,240	96.70%	943	6,303
OLIVER	115,900	5,239	4.52%	944	264
ALMAZAN	6,265	5,220	83.32%	945	5,549
FISHER	214,703	5,217	2.43%	946	112
RIOJAS	5,699	5,210	91.42%	947	6,030
DELAPAZ	6,404	5,207	81.31%	948	5,436
DURON	6,037	5,201	86.15%	949	5,741
POWELL	224,874	5,195	2.31%	950	101
PELAEZ	5,810	5,191	89.35%	951	5,929
DAMIAN	7,048	5,175	73.43%	952	4,980
MONZON	6,151	5,174	84.12%	953	5,646
BALDERRAMA	5,766	5,173	89.72%	954	5,968
SUAZO	5,921	5,163	87.20%	955	5,843
ZACARIAS	5,633	5,162	91.64%	956	6,088
REZA	6,349	5,160	81.27%	957	5,479
ELLIS	188,968	5,159	2.73%	958	131
BUTLER	218,847	5,143	2.35%	959	108
LONG	229,374	5,138	2.24%	960	97
TOLENTINO	11,371	5,131	45.12%	961	3,180
GRAHAM	201,159	5,130	2.55%	962	120
ROA	6,221	5,121	82.32%	963	5,589
MARAVILLA	5,669	5,099	89.95%	964	6,052
MELO	9,731	5,098	52.39%	965	3,655
MAGALLON	5,387	5,095	94.58%	966	6,332
ALVA	6,026	5,091	84.48%	967	5,750
STEVENS	185,674	5,087	2.74%	968	135
BARNES	218,241	5,085	2.33%	969	110
JAVIER	9,226	5,077	55.03%	970	3,838
GALLO	23,056	5,077	22.02%	971	1,560
MONREAL	5,698	5,063	88.86%	972	6,031
ROLON	5,658	5,044	89.15%	973	6,063
GOVEA	5,327	5,039	94.59%	974	6,389
RUANO	5,478	5,039	91.99%	975	6,240
MAZARIEGOS	5,255	5,036	95.83%	976	6,465
MELGOZA	5,211	5,035	96.62%	977	6,511
CALVO	6,883	5,028	73.05%	978	5,086
CORIA	5,625	5,020	89.24%	979	6,098
PATTERSON	205,423	4,992	2.43%	980	117
ARMAS	6,002	4,987	83.09%	981	5,773
CASTELLANO	11,238	4,969	44.22%	982	3,212
OQUENDO	5,455	4,967	91.05%	983	6,263
CASTANO	6,133	4,954	80.78%	984	5,660
HAMILTON	201,746	4,943	2.45%	985	119
MARMOLEJO	5,221	4,937	94.56%	986	6,500
LECHUGA	5,221	4,932	94.46%	987	6,500
COLEMAN	219,070	4,929	2.25%	988	107
BRUNO	30,883	4,929	15.96%	989	1,135
MCDONALD	180,497	4,928	2.73%	990	143
GORDON	161,833	4,920	3.04%	991	161
REYNOLDS	200,247	4,906	2.45%	992	121
CABAN	5,974	4,906	82.12%	993	5,791
TARANGO	5,360	4,905	91.51%	994	6,356
CAMPA	5,709	4,903	85.88%	995	6,022
CARCAMO	5,205	4,902	94.18%	996	6,516
RUBALCAVA	5,130	4,889	95.30%	997	6,605
HARRISON	181,091	4,889	2.70%	998	141
VELOZ	5,173	4,887	94.47%	999	6,546
BORJA	7,618	4,877	64.02%	1,000	4,656
REY	8,074	4,877	60.40%	1,001	4,403
WALLACE	197,276	4,873	2.47%	1,002	123
DIEGO	6,141	4,863	79.19%	1,003	5,651
BARRIGA	5,286	4,857	91.88%	1,004	6,426
HENRY	170,964	4,855	2.84%	1,005	149
AGOSTO	5,619	4,845	86.23%	1,006	6,103
NERI	8,094	4,838	59.77%	1,007	4,394
CHARLES	61,211	4,836	7.90%	1,008	548
BERUMEN	5,195	4,832	93.01%	1,009	6,525
DORADO	5,345	4,831	90.38%	1,010	6,367
MYERS	229,895	4,828	2.10%	1,011	96
SIMMONS	210,182	4,813	2.29%	1,012	114
MURRAY	184,910	4,808	2.60%	1,013	136
ZENDEJAS	4,988	4,808	96.39%	1,014	6,761
FELIPE	6,370	4,801	75.37%	1,015	5,462
WEST	195,818	4,798	2.45%	1,016	125
TINAJERO	4,940	4,783	96.82%	1,017	6,825
AGUILA	6,103	4,772	78.19%	1,018	5,683
LAGUNA	5,633	4,768	84.64%	1,019	6,088
PIEDRA	5,098	4,759	93.35%	1,020	6,644
ALBERTO	6,528	4,759	72.90%	1,021	5,335
FELIZ	5,261	4,756	90.40%	1,022	6,452
ARZATE	4,906	4,751	96.84%	1,023	6,858
PIZANO	5,110	4,750	92.95%	1,024	6,628
MARSHALL	183,922	4,745	2.58%	1,025	139
CERON	4,998	4,731	94.66%	1,026	6,746
ABEYTA	6,046	4,731	78.25%	1,027	5,734
FREGOSO	4,969	4,730	95.19%	1,028	6,788
MOREL	8,085	4,729	58.49%	1,029	4,399
CESPEDES	5,168	4,718	91.29%	1,030	6,558
COLE	195,289	4,706	2.41%	1,031	126
MALAVE	5,278	4,703	89.11%	1,032	6,434
VIVEROS	4,983	4,699	94.30%	1,033	6,766
MORALEZ	5,120	4,693	91.66%	1,034	6,613
CELIS	5,546	4,683	84.44%	1,035	6,170
CHAIDEZ	4,826	4,678	96.93%	1,036	6,949
SANMIGUEL	5,513	4,653	84.40%	1,037	6,204
AYON	4,937	4,650	94.19%	1,038	6,829
CALZADA	5,022	4,650	92.59%	1,039	6,724
LABOY	5,590	4,644	83.08%	1,040	6,130
GALLEGO	5,763	4,642	80.55%	1,041	5,971
ERAZO	4,873	4,639	95.20%	1,042	6,899
ESCOTO	5,249	4,637	88.34%	1,043	6,469
TALAMANTES	5,047	4,634	91.82%	1,044	6,692
CASIANO	5,369	4,629	86.22%	1,045	6,349
GABRIEL	26,578	4,627	17.41%	1,046	1,327
LAMAS	5,621	4,626	82.30%	1,047	6,100
BURCIAGA	4,856	4,622	95.18%	1,048	6,909
COSME	5,405	4,617	85.42%	1,049	6,313
BRICENO	5,030	4,615	91.75%	1,050	6,714
JENKINS	222,653	4,609	2.07%	1,051	102
VILLALBA	4,913	4,608	93.79%	1,052	6,852
BATRES	4,996	4,606	92.19%	1,053	6,749
AHUMADA	4,937	4,598	93.13%	1,054	6,829
QUIJADA	4,908	4,597	93.66%	1,055	6,856
CABELLO	5,358	4,597	85.80%	1,056	6,358
COBOS	4,980	4,594	92.25%	1,057	6,773
DIAS	16,044	4,585	28.58%	1,058	2,266
GASCA	4,854	4,582	94.40%	1,059	6,913
LOZOYA	4,743	4,565	96.25%	1,060	7,057
SENA	7,597	4,541	59.77%	1,061	4,669
ROSE	153,397	4,541	2.96%	1,062	177
ALATORRE	4,759	4,535	95.29%	1,063	7,031
CERVANTEZ	4,874	4,527	92.88%	1,064	6,898
JUAN	7,350	4,524	61.55%	1,065	4,808
AGUINAGA	4,818	4,520	93.81%	1,066	6,961
JACINTO	6,238	4,519	72.44%	1,067	5,572
GUADALUPE	4,877	4,515	92.58%	1,068	6,892
WASHINGTON	177,386	4,506	2.54%	1,069	145
DANIEL	80,526	4,501	5.59%	1,070	396
YANES	5,140	4,499	87.53%	1,071	6,590
CANDELARIO	5,053	4,498	89.02%	1,072	6,684
PLAZA	6,075	4,496	74.01%	1,073	5,709
PALMER	156,601	4,494	2.87%	1,074	172
MILIAN	5,181	4,481	86.49%	1,075	6,539
VILLALTA	4,704	4,480	95.24%	1,076	7,112
ZURITA	4,770	4,478	93.88%	1,077	7,020
SIGALA	4,817	4,478	92.96%	1,078	6,965
VIZCARRA	4,946	4,476	90.50%	1,079	6,819
CHAVES	8,137	4,473	54.97%	1,080	4,368
CAMPUZANO	4,758	4,461	93.76%	1,081	7,035
GRANADO	5,004	4,458	89.09%	1,082	6,739
WONG	111,371	4,455	4.00%	1,083	274
CLEMENTE	9,797	4,451	45.43%	1,084	3,626
HAYES	194,246	4,448	2.29%	1,085	127
BORGES	12,337	4,438	35.97%	1,086	2,908
ARRIETA	5,053	4,437	87.81%	1,087	6,684
CANCHOLA	4,758	4,431	93.13%	1,088	7,035
VICTORIA	6,989	4,429	63.37%	1,089	5,023
ARZOLA	4,669	4,420	94.67%	1,090	7,164
JORGE	6,236	4,409	70.70%	1,091	5,573
GIBSON	190,667	4,404	2.31%	1,092	130
CALLE	5,091	4,392	86.27%	1,093	6,649
AMEZQUITA	4,544	4,385	96.50%	1,094	7,337
GRIFFIN	198,406	4,385	2.21%	1,095	122
FORD	184,832	4,381	2.37%	1,096	137
ALEJANDRE	4,528	4,376	96.64%	1,097	7,357
CASTORENA	4,759	4,373	91.89%	1,098	7,031
RAYGOZA	4,482	4,370	97.50%	1,099	7,431
SOLER	5,477	4,369	79.77%	1,100	6,241
MENDIETA	4,630	4,367	94.32%	1,101	7,209
CARBALLO	4,813	4,355	90.48%	1,102	6,971
GRAJEDA	4,580	4,346	94.89%	1,103	7,275
KENNEDY	176,865	4,333	2.45%	1,104	146
CORDOBA	4,744	4,331	91.29%	1,105	7,054
OSEGUERA	4,470	4,322	96.69%	1,106	7,455
BARROSO	5,333	4,322	81.04%	1,107	6,381
PLATA	5,432	4,321	79.55%	1,108	6,290
GOMES	24,827	4,315	17.38%	1,109	1,433
TOPETE	4,473	4,309	96.33%	1,110	7,446
FRAIRE	4,601	4,303	93.52%	1,111	7,247
GRULLON	4,492	4,299	95.70%	1,112	7,411
